gene_id,Con_PTH_1,Con_PTH_2,Con_PTH_3,Con_PTH_4,Con_Veh_1,Con_Veh_2,Con_Veh_3,Con_Veh_4
MSTRG.9393|Tsc1,1269,1032,1038,1093,1319,1307,1484,1537
ENSMUSG00000028012|Rrh,0,4,0,0,0,0,0,0
ENSMUSG00000101180|Gm2914,0,0,0,0,0,0,0,0
MSTRG.20570|Gm27980,0,4,0,0,2,2,1,0
MSTRG.163|Hs6st1,7892,3661,4890,5581,4034,3710,3817,3928
ENSMUSG00000080889|Gm7974,0,0,0,0,0,0,0,0
ENSMUSG00000085968|Gm13027,0,0,0,0,0,0,0,0
MSTRG.7813|Fsd1,17,28,32,19,32,28,44,65
MSTRG.8385|Pde6a,16,7,0,14,10,0,16,15
ENSMUSG00000094885|Ott,0,0,0,0,0,0,0,0
ENSMUSG00000108311|RP23-32A8.8,0,0,0,0,0,0,0,0
ENSMUSG00000092366|Gm17782,0,0,0,0,0,0,0,0
ENSMUSG00000107558|2010109P13Rik,0,0,0,0,0,0,0,0
ENSMUSG00000102679|Gm20557,0,0,0,0,0,0,0,0
ENSMUSG00000101173|Gm29519,0,0,0,0,0,0,0,0
ENSMUSG00000081610|Gm13733,0,0,0,0,0,0,0,0
ENSMUSG00000020081|Tacr2,0,2,14,0,0,4,6,0
MSTRG.16522|Gm12764,2,10,13,6,0,0,5,6
ENSMUSG00000062553|Olfr709-ps1,0,0,0,0,0,0,0,0
MSTRG.17759|Tubgcp3,2551,2028,2180,2465,1329,1298,1472,1561
ENSMUSG00000109149|RP23-331A21.6,13,18,20,22,12,22,0,15
MSTRG.17223|AC122844.1,1,1,1,1,1,1,1,1
MSTRG.1107|Serpinc1,79,6,14,18,18,7,11,12
MSTRG.12890|Hmgn2,7257,5716,5863,5310,4877,5031,5132,5405
ENSMUSG00000081737|Olfr359-ps1,0,0,0,0,0,0,0,0
MSTRG.15079|Mkln1,2851,1687,1779,1993,2181,2154,2505,2472
MSTRG.2841|Rai1,3610,3479,3143,3237,2513,2323,2553,2816
MSTRG.13775|Tbc1d1,2627,1487,1672,2016,1242,1049,1219,1345
MSTRG.5195|Gm36638,0,0,2,0,0,1,0,6
MSTRG.14005|Gm20500,0,0,0,0,0,0,0,0
MSTRG.13798|Gm43289,6,26,11,20,5,0,4,2
MSTRG.16343|BC024978,824,708,810,658,515,426,529,478
ENSMUSG00000068373|D430041D05Rik,15,4,8,7,8,13,18,8
ENSMUSG00000107232|1700017L05Rik,0,0,0,0,0,0,0,0
ENSMUSG00000059565|Gm5292,0,0,0,0,0,0,0,0
ENSMUSG00000100910|Gm29128,0,0,0,0,0,0,0,0
ENSMUSG00000018907|Alox12e,0,0,0,0,0,0,0,0
ENSMUSG00000067596|Krt74,0,0,0,0,0,0,0,0
MSTRG.11034|Gm42841,0,0,0,0,0,0,0,0
ENSMUSG00000075296|Aldh3b2,0,0,0,0,6,0,5,12
ENSMUSG00000028396|2310002L09Rik,0,0,0,0,0,7,0,0
ENSMUSG00000095385|D630033O11Rik,3,0,0,0,2,0,0,0
MSTRG.6096|Enpp2,775,333,336,462,591,505,587,578
ENSMUSG00000020270|Smim23,0,0,0,0,0,0,0,0
MSTRG.7066|Gm37466,0,0,0,0,0,0,0,0
ENSMUSG00000108622|RP23-184D18.8,0,3,0,0,1,0,0,0
MSTRG.18455|Dhodh,290,177,230,224,340,336,462,387
ENSMUSG00000059481|Plg,62,4,9,8,17,14,11,8
ENSMUSG00000108092|Gm44189,0,0,0,0,0,0,0,0
ENSMUSG00000096473|Gm24463,0,0,1,0,0,0,1,0
MSTRG.20443|Tmem164,1900,1146,1333,1484,2184,2100,2481,2314
ENSMUSG00000090796|Gm3141,0,0,0,0,0,0,0,0
MSTRG.12061|Wwp1,3762,2404,2760,2998,3487,3439,3834,4687
ENSMUSG00000093642|Vmn2r-ps124,0,0,0,0,0,0,0,0
MSTRG.5360|Vcl,11808,5770,7427,10051,14720,14018,15099,14106
ENSMUSG00000038210|Hoxa11,0,0,11,2,8,10,5,0
MSTRG.6691|Mpv17l,514,454,480,422,610,595,655,793
ENSMUSG00000105661|Gm43626,0,0,0,0,0,0,0,0
ENSMUSG00000099753|Gm28058,0,0,0,0,0,0,0,0
MSTRG.12906|Mtfr1l,4140,2677,2942,3326,3534,3435,3832,4106
MSTRG.19236|Igdcc4,9470,4416,5692,6890,10264,9879,10902,9795
ENSMUSG00000102272|Gm7512,0,0,0,0,0,0,0,0
MSTRG.10662|Rbm38,59,41,43,43,110,128,104,95
ENSMUSG00000082482|H2afb2,0,0,0,0,0,0,0,0
ENSMUSG00000081601|Gm13065,0,0,0,0,0,0,0,0
MSTRG.6267|Rac2,675,405,439,555,418,381,390,838
ENSMUSG00000092871|Gm22646,0,0,0,0,0,0,0,0
ENSMUSG00000094035|Ldlrad2,0,2,0,0,0,0,0,0
ENSMUSG00000103286|Gm5850,8,8,8,5,7,10,9,10
MSTRG.18851|Cdkn2d,956,587,578,711,489,443,463,480
ENSMUSG00000107488|Gm44400,6,0,2,0,0,0,0,0
MSTRG.12936|Asap3,2363,2470,2173,2397,1826,1801,1825,1697
MSTRG.10099|Ttbk2,1845,1221,1378,1257,1418,1267,1516,1465
ENSMUSG00000047048|Olfr432,0,0,0,0,0,0,0,0
MSTRG.7103|Bach1,9119,5239,5563,6896,1828,1689,1925,2031
MSTRG.11158|D930015E06Rik,511,327,436,453,642,815,829,660
MSTRG.11064|Gm38186,29,29,32,37,34,18,8,11
ENSMUSG00000027547|Sall4,0,0,0,0,0,0,0,0
ENSMUSG00000107489|Gm18325,0,0,0,0,0,0,0,0
ENSMUSG00000096113|Mir466b-5,0,0,0,0,0,0,0,0
MSTRG.3469|Pip4k2b,2480,1837,2144,2016,4240,4266,4717,4575
MSTRG.19218|Smad6,1549,952,1257,1531,1371,1436,1474,1685
MSTRG.6843|Gm15970,0,0,0,0,0,0,0,0
MSTRG.18871|Angptl8,0,1,4,0,0,0,0,0
ENSMUSG00000094293|Gm3893,10,12,8,12,10,9,9,9
MSTRG.12237|Xpa,435,310,331,323,438,480,449,454
MSTRG.9150|Gm13383,0,0,0,0,0,0,5,0
MSTRG.3613|Ccdc103,23,9,8,11,32,20,51,51
MSTRG.19591|Mirlet7g,0,0,0,0,0,0,0,0
ENSMUSG00000077110|Gm22427,0,0,0,0,0,0,0,0
MSTRG.16882|RP23-423P21.1,0,0,0,2,0,0,0,0
ENSMUSG00000049848|Ceacam19,15,10,7,14,4,6,8,0
ENSMUSG00000037336|Mfsd2b,21,19,11,8,24,13,14,15
MSTRG.12519|Echdc2,746,700,507,797,770,717,672,676
MSTRG.1360|Trp53bp2,1643,1030,1012,1244,1158,1151,1207,1315
ENSMUSG00000087010|1700041M05Rik,0,0,0,0,0,0,0,0
ENSMUSG00000022484|Hoxc10,0,0,0,0,0,0,0,0
ENSMUSG00000033419|Snap91,111,98,134,85,116,128,141,112
ENSMUSG00000053129|Gsx1,0,0,0,0,0,0,0,0
ENSMUSG00000108457|RP23-210M6.11,0,0,0,0,0,0,0,0
ENSMUSG00000082963|Gm12465,0,0,0,0,0,0,0,0
ENSMUSG00000083829|Gm2199,1,0,0,0,0,0,0,0
ENSMUSG00000083159|Gm12180,0,0,0,0,0,0,0,0
ENSMUSG00000104518|Gm37162,0,0,0,0,0,0,0,0
MSTRG.1386|Mir194-1,3,2,5,1,0,2,0,0
ENSMUSG00000045013|Olfr711,0,0,0,0,0,0,0,0
MSTRG.11153|Map9,525,346,453,562,262,313,364,320
MSTRG.3632|Plekhm1,2262,1466,1420,1898,1567,1695,1939,2008
MSTRG.2208|Rab21,5053,2687,3441,3867,3397,3302,3437,3498
ENSMUSG00000077590|Gm26015,0,0,0,0,0,0,0,0
MSTRG.7155|Gm23692,0,0,0,0,0,0,0,0
ENSMUSG00000073919|Olfr663,0,0,0,0,0,0,0,0
MSTRG.4990|Gm5451,328,304,485,360,315,283,268,281
MSTRG.6871|Pak2,6198,3084,3906,4837,4180,4486,4966,5122
MSTRG.7797|Gm37248,0,0,0,0,0,0,0,0
ENSMUSG00000102762|4930403P22Rik,2,2,2,2,1,0,0,0
ENSMUSG00000081647|Gm13022,0,0,0,0,0,0,0,0
ENSMUSG00000075184|F930017D23Rik,0,0,0,0,0,0,0,0
ENSMUSG00000076688|Ighv15-2,0,0,0,0,0,0,0,0
ENSMUSG00000095909|Gm10324,0,0,0,0,0,0,0,0
ENSMUSG00000071750|Gm7713,0,0,0,0,0,0,0,0
ENSMUSG00000105318|Gm44480,0,0,0,0,0,0,0,0
ENSMUSG00000050772|Olfr1124,0,0,0,0,0,0,0,0
ENSMUSG00000102026|Gm28571,0,0,0,0,0,0,0,0
MSTRG.8182|Brd8,2457,2495,2341,2259,2265,2278,2463,2480
ENSMUSG00000086498|Gm12681,2,0,0,0,0,0,0,0
MSTRG.10315|Dstn,18752,10712,14403,14483,16619,16636,18369,18391
ENSMUSG00000083485|Gm12308,0,2,0,0,0,0,0,0
ENSMUSG00000093152|Gm25032,0,0,0,0,0,0,0,0
ENSMUSG00000065372|Gm22741,0,0,0,0,0,0,0,0
MSTRG.17480|Armc5,1215,792,792,968,1171,1144,1148,1394
MSTRG.10067|Gm14137,29,55,29,19,23,20,29,52
MSTRG.8877|Gm27818,0,0,0,0,0,0,0,0
ENSMUSG00000034883|Lrr1,26,32,19,27,15,33,32,34
MSTRG.17838|Sfrp1,32511,19431,24781,27147,32848,32360,34321,32990
ENSMUSG00000031270|4930513O06Rik,0,0,0,0,0,0,0,0
ENSMUSG00000064843|Gm26207,0,0,0,0,0,0,0,0
MSTRG.19875|mt-Tm,41,57,47,41,41,34,41,34
MSTRG.2376|Patz1,590,386,546,598,835,1022,1098,1150
ENSMUSG00000004961|Syt5,49,13,17,46,23,0,0,10
ENSMUSG00000104734|Mir669a-5,0,0,0,0,0,0,0,0
ENSMUSG00000072983|4933414I15Rik,0,0,0,0,0,0,0,0
MSTRG.248|Nck2,814,515,657,701,1408,1423,1565,1582
ENSMUSG00000104265|Gm8869,0,0,0,0,0,0,0,0
ENSMUSG00000090603|Gm17186,0,0,0,0,0,0,0,0
ENSMUSG00000102706|Gm7417,0,0,0,0,0,0,0,0
MSTRG.12691|Gm12926,0,0,0,0,0,0,0,0
ENSMUSG00000079402|Gm3020,0,0,0,0,0,0,0,0
MSTRG.5115|Papd4,2741,1618,1858,2210,2032,2309,2843,2569
MSTRG.6086|Trps1,2221,1090,1269,1605,2447,2465,2881,3076
MSTRG.2373|Gm12735,0,0,1,2,8,4,11,0
MSTRG.7555|Daxx,1514,1043,1113,1418,1315,1308,1512,1669
MSTRG.3194|Fam58b,371,314,321,324,505,436,521,508
MSTRG.5874|Rbm26,1971,1955,1886,1805,1760,1839,1988,2156
ENSMUSG00000020125|Elane,0,0,0,0,0,0,0,0
ENSMUSG00000038980|Rbbp8nl,0,0,0,0,0,0,0,0
MSTRG.3094|Gm28180,0,0,0,0,0,0,0,0
MSTRG.12182|Rusc2,4363,3163,3336,3588,3003,3326,3594,3448
MSTRG.10224|Snord110,2,4,2,0,0,1,1,0
MSTRG.9108|Cdnf,145,155,182,185,272,206,282,229
MSTRG.8284|Rnf14,4176,2396,3068,3258,4163,4277,4932,4720
MSTRG.15505|Aak1,3951,2620,2784,2824,4935,4735,5420,5420
MSTRG.13392|Gm6564,0,0,0,0,0,0,0,0
ENSMUSG00000076355|Gm27509,0,0,0,0,0,0,0,0
ENSMUSG00000092917|Mir3472,0,0,0,0,0,0,0,0
MSTRG.6711|Fgd4,550,433,459,478,1095,981,1137,1218
ENSMUSG00000009900|Wnt3a,0,0,0,0,0,0,0,0
ENSMUSG00000104095|Gm37315,0,0,0,0,0,0,0,0
ENSMUSG00000095743|Gm17654,0,0,0,0,0,0,0,0
MSTRG.18922|Gm22060,0,0,0,0,0,0,0,0
ENSMUSG00000095017|Rps12-ps15,13,13,13,11,7,6,6,5
MSTRG.6388|Fbln1,6859,3073,4066,4899,5283,5293,5480,5143
MSTRG.17373|Gm10155,138,89,109,85,105,78,97,103
ENSMUSG00000094310|Gm23243,0,0,0,0,0,0,0,0
ENSMUSG00000101833|Gm20791,0,0,0,0,0,0,0,0
ENSMUSG00000049598|Vsig8,24,4,6,13,0,0,0,0
ENSMUSG00000051896|Tex37,0,0,0,0,0,0,0,0
ENSMUSG00000076795|Trav8d-2,0,0,0,0,0,0,0,0
ENSMUSG00000030109|Slc6a12,25,5,20,12,5,2,12,13
MSTRG.6767|Gm16314,133,50,39,92,73,98,82,83
MSTRG.1030|Ier5,2199,1302,1404,1532,1234,1008,1164,1211
MSTRG.3806|Sphk1,8355,6107,6113,6484,1264,996,1235,1180
MSTRG.12524|Gm24967,0,0,0,0,0,0,0,0
MSTRG.7306|Zfp229,258,161,195,205,340,418,376,398
ENSMUSG00000081896|Gm5389,0,0,0,0,0,0,0,0
MSTRG.10325|Sec23b,4218,1990,2293,2928,2058,2204,2245,2588
ENSMUSG00000109552|RP24-343G19.1,0,0,0,0,0,0,0,0
MSTRG.20565|Tlr7,592,351,403,518,601,483,677,765
ENSMUSG00000070847|Vmn2r30,0,0,0,0,0,0,0,0
ENSMUSG00000103769|Gm7343,0,0,0,0,0,0,0,0
ENSMUSG00000043485|Krt34,0,0,0,0,0,0,0,0
ENSMUSG00000083309|Gm15926,0,0,0,0,0,0,0,0
MSTRG.10005|Fibin,1304,815,1068,1207,1381,1442,1635,1447
MSTRG.15574|Gm44236,0,0,0,0,0,0,0,0
MSTRG.6988|Gm15591,3,18,7,0,8,9,4,10
ENSMUSG00000049691|Nkx3-2,9,0,3,0,46,11,16,26
ENSMUSG00000109542|Olfr494,0,0,0,0,0,0,0,0
ENSMUSG00000095300|Gm906,0,0,0,0,0,0,0,0
ENSMUSG00000081434|Gm14165,3,0,2,1,1,1,1,0
ENSMUSG00000070075|Mir490,0,0,0,0,0,0,0,0
ENSMUSG00000069609|Gm11710,40,8,14,18,30,14,22,19
MSTRG.13870|Nfxl1,1190,985,939,1098,1032,1066,1227,1315
ENSMUSG00000083499|Gm14609,0,0,0,0,0,0,0,0
MSTRG.5412|Gm22485,0,1,2,0,0,1,0,0
MSTRG.11188|Gm26343,0,0,0,0,0,0,0,0
ENSMUSG00000104645|Gm30484,0,0,0,0,0,0,0,0
ENSMUSG00000025774|Crisp4,0,0,0,0,0,0,0,0
MSTRG.2680|Gm12195,0,0,2,2,3,0,0,0
MSTRG.5540|Slc39a2,10,9,6,10,0,0,0,4
ENSMUSG00000076710|Ighv1-49,0,0,0,0,0,0,0,0
MSTRG.8918|Noc3l,794,466,548,660,756,746,952,963
ENSMUSG00000103175|Gm37169,0,0,0,0,0,0,0,0
MSTRG.6272|Sh3bp1,1117,883,873,1088,1663,1586,1557,2131
ENSMUSG00000106473|Gm19089,0,0,0,0,0,0,0,0
ENSMUSG00000101513|Gm28853,0,0,0,0,0,0,0,0
MSTRG.11660|Slc35a3,2001,1264,1507,1681,1237,1200,1279,1517
ENSMUSG00000101095|Gm29329,0,0,0,0,0,0,0,0
ENSMUSG00000027273|Snap25,37,25,15,10,21,11,7,35
MSTRG.14558|Caln1,676,451,468,493,462,455,434,375
ENSMUSG00000100968|Gm2098,0,0,0,0,0,0,0,0
MSTRG.6929|Wdr5b,138,155,111,147,288,267,267,337
ENSMUSG00000062464|Cyp4f37,0,0,0,0,0,0,0,0
MSTRG.8462|Dym,1433,828,919,1090,1372,1405,1652,1544
MSTRG.3815|Jmjd6,1420,1199,920,1182,741,938,1162,1097
ENSMUSG00000108821|RP23-56E5.2,0,0,0,0,0,0,0,0
MSTRG.14032|E030032P16Rik,0,0,0,0,0,0,0,0
ENSMUSG00000076126|Mir669b,0,0,0,0,0,0,0,0
MSTRG.2594|Stk10,576,393,427,458,329,358,383,429
ENSMUSG00000029112|Nkx1-1,0,0,0,0,0,0,0,0
ENSMUSG00000081961|Olfr383-ps1,0,0,0,0,0,0,0,0
MSTRG.829|Gm37064,0,0,0,0,0,0,0,0
MSTRG.10751|Rtel1,650,664,632,600,707,818,893,974
MSTRG.2352|Cdk2,1018,712,671,740,764,810,1015,986
MSTRG.1813|Gm26479,0,0,0,0,0,0,0,0
MSTRG.2550|Gm12070,2106,1044,1336,1513,1270,1277,1486,1802
ENSMUSG00000098713|Rps2-ps5,6,6,7,6,3,7,0,10
ENSMUSG00000106304|Gm42518,0,0,4,0,0,0,0,0
ENSMUSG00000087723|Gm26278,0,0,0,0,0,0,0,0
ENSMUSG00000039154|Shd,35,18,20,18,16,21,31,20
ENSMUSG00000039106|Htr5a,0,0,0,0,0,0,0,0
ENSMUSG00000106345|Gm42459,0,0,0,0,0,0,0,0
ENSMUSG00000101182|Gm29209,0,0,0,0,0,0,0,0
MSTRG.10673|Stx16,2323,2006,2048,2059,2049,1745,2052,2336
ENSMUSG00000076534|Igkv12-89,0,0,0,0,0,0,0,0
MSTRG.19837|Exosc7,296,229,239,275,378,373,426,457
ENSMUSG00000098472|Gm27887,0,0,0,0,0,0,0,0
ENSMUSG00000094473|Gm25935,0,0,0,0,0,0,0,0
MSTRG.7940|Fez2,1048,667,793,940,1403,1378,1499,1467
MSTRG.3176|Proca1,80,89,90,80,132,125,118,126
ENSMUSG00000096516|Olfr628,0,0,0,0,0,0,0,0
ENSMUSG00000094790|Gm6625,0,0,0,0,0,0,0,0
ENSMUSG00000101927|Gm28992,0,0,0,0,0,0,0,0
MSTRG.1632|Hint3,403,429,406,396,476,386,360,498
MSTRG.13335|Gm43719,164,62,78,99,114,157,205,174
MSTRG.12922|Gm12989,1014,704,935,789,787,778,882,916
ENSMUSG00000099466|Gm29304,0,0,0,0,0,0,0,0
ENSMUSG00000082489|Gm14356,0,0,0,0,0,0,0,0
ENSMUSG00000086959|E330010L02Rik,0,0,0,0,0,0,0,0
ENSMUSG00000023968|Crip3,3,0,1,10,15,18,4,6
MSTRG.19019|Bcl9l,5782,3516,4262,4979,6917,6322,7203,6516
MSTRG.18180|Ndufb7,2123,1899,2334,2154,1974,1733,1724,1886
ENSMUSG00000076049|Mir598,0,0,0,0,0,0,0,0
ENSMUSG00000076605|Igkj2,0,0,0,0,0,0,0,0
ENSMUSG00000008438|Adam21,0,2,15,0,0,9,0,8
ENSMUSG00000093731|Vmn1r-ps18,0,0,0,0,0,0,0,0
ENSMUSG00000079388|2610042L04Rik,0,0,0,0,0,0,0,0
MSTRG.5755|Gm27174,4,4,6,0,2,8,2,3
MSTRG.4163|Gm527,67,30,49,45,144,121,133,141
ENSMUSG00000029361|Nos1,21,14,19,35,31,31,36,27
MSTRG.9454|Gm13405,0,6,2,2,0,0,0,0
MSTRG.13357|Tmem60,282,281,333,256,415,397,412,361
ENSMUSG00000090772|Gm2930,0,0,0,0,0,0,0,0
MSTRG.7603|Hspa1b,2141,986,1184,1754,836,939,1011,913
ENSMUSG00000002930|Ppp1r17,0,0,0,0,3,0,0,0
ENSMUSG00000037196|Pacrg,17,9,13,19,13,8,11,27
ENSMUSG00000094572|Gm23550,0,0,0,0,0,0,0,0
ENSMUSG00000092297|Gm4214,0,0,0,0,0,0,0,0
MSTRG.17740|RP24-281E22.3,18,3,14,11,4,2,6,6
ENSMUSG00000064464|Gm25078,0,0,0,0,0,0,0,0
ENSMUSG00000074115|Saa1,0,0,0,2,0,0,2,0
MSTRG.8899|Btaf1,2646,1875,2181,2047,1168,1384,1502,1613
ENSMUSG00000103294|Gm38233,0,0,0,0,0,0,0,0
ENSMUSG00000106134|Gm42493,0,0,0,0,0,0,0,0
MSTRG.15093|Bpgm,575,361,564,625,594,667,722,799
MSTRG.3975|2810032G03Rik,121,75,114,146,151,232,220,215
MSTRG.16549|E130304I02Rik,0,0,0,0,0,1,0,0
MSTRG.5829|n-R5s48,0,0,0,0,0,0,0,0
MSTRG.20197|Fam3a,1735,1018,1230,1443,1895,1744,1891,1944
MSTRG.1269|Mnda,504,403,320,400,439,412,391,480
MSTRG.13502|Gm43059,5,12,12,4,10,5,3,0
ENSMUSG00000094029|Ighv3-3,0,0,0,0,0,0,0,0
MSTRG.9013|Arl3,1987,1467,1455,1692,1745,1455,1417,1429
ENSMUSG00000097514|Gm17619,2,0,6,3,0,0,0,2
ENSMUSG00000077001|Mir544,0,0,0,0,0,0,0,0
MSTRG.9340|Lhx3,0,0,2,1,0,0,0,0
MSTRG.8608|Sipa1,544,440,503,555,807,762,795,929
ENSMUSG00000087180|Gm11924,0,0,0,0,4,0,0,0
MSTRG.18108|B3gnt3,279,113,153,109,174,184,122,210
ENSMUSG00000094820|Gm23805,0,0,0,1,0,0,0,0
MSTRG.6207|Gm25720,0,0,0,0,0,0,0,0
MSTRG.15721|Tatdn2,2391,1829,1972,1997,1121,1191,1348,1380
ENSMUSG00000085730|Gm13307,12,7,6,7,7,4,6,4
ENSMUSG00000091043|Glyatl3,0,0,0,0,0,0,0,0
MSTRG.6568|Zfp740,2633,2216,1974,2304,2665,2803,2828,3108
ENSMUSG00000104021|Gm36536,0,0,0,0,0,0,0,0
MSTRG.2547|Gm12713,0,0,0,0,0,0,3,0
ENSMUSG00000068105|Tnfrsf13c,2,2,14,4,2,0,0,6
MSTRG.4774|Ppp1r3g,158,85,75,124,6,0,0,11
MSTRG.11442|4930442L01Rik,0,0,0,0,0,0,0,0
MSTRG.14547|Tpst1,8712,3830,5319,6255,5449,5065,5317,5051
MSTRG.8797|Abhd17b,3916,2071,2238,2721,1103,1143,1240,1248
ENSMUSG00000107446|Gm43906,0,0,0,0,0,0,0,0
MSTRG.9135|4930551O13Rik,0,11,0,1,2,0,0,3
ENSMUSG00000033740|St18,26,27,22,12,25,6,10,21
MSTRG.15689|Gm44081,0,0,2,2,6,15,12,5
ENSMUSG00000085393|Gm11280,0,0,0,0,0,0,0,0
MSTRG.10242|Mir6973b,0,0,0,0,0,0,0,0
ENSMUSG00000095276|Gfy,0,2,2,0,0,0,0,0
MSTRG.19567|Cdv3,6195,3760,3987,4878,6249,6199,6924,7171
MSTRG.20537|Gm7331,5478,3511,5016,4696,4482,4264,4903,4886
ENSMUSG00000034282|Evpl,127,79,87,94,79,92,68,100
MSTRG.9799|Gm13653,27,22,15,19,22,11,15,19
ENSMUSG00000048516|Adam26a,0,0,0,0,0,0,0,0
ENSMUSG00000019852|Arfgef3,112,66,105,72,163,148,170,149
ENSMUSG00000106661|Gm42832,0,0,0,0,0,0,0,0
MSTRG.8300|Dpysl3,4619,2989,3692,4062,4192,3830,4326,4148
MSTRG.13240|Gm37090,52,159,100,90,93,69,113,82
ENSMUSG00000081639|Gm14973,0,0,0,0,0,0,0,0
MSTRG.8822|Dock8,2588,1258,1574,1684,1804,1864,2030,2012
MSTRG.2709|Jade2,4207,2699,3091,3392,671,671,781,864
ENSMUSG00000107550|RP24-390D8.2,0,0,0,0,0,0,0,0
ENSMUSG00000066463|Omt2a,0,0,0,0,0,0,0,0
MSTRG.524|4833412K13Rik,17,20,8,7,6,4,7,8
ENSMUSG00000089382|Gm24675,0,0,0,0,0,0,0,0
ENSMUSG00000107656|4930563H07Rik,0,0,0,0,0,0,0,0
MSTRG.4904|Gm17617,0,0,0,0,0,0,0,0
MSTRG.558|Gm37058,0,0,0,0,0,0,0,0
ENSMUSG00000083202|Gm12388,0,0,0,0,0,0,0,0
ENSMUSG00000106644|Gm42954,0,0,0,0,0,0,0,0
MSTRG.7828|Plin3,2281,1416,1779,2186,3659,3310,3397,3503
ENSMUSG00000095163|Vmn1r138,0,0,0,0,0,0,0,0
ENSMUSG00000105919|Gm7166,0,0,0,0,0,0,0,0
MSTRG.17448|Bcl7c,1930,1320,1439,1662,2143,1633,1724,1935
MSTRG.32|Gm38008,0,0,0,0,0,0,0,0
ENSMUSG00000096356|Olfr889,0,0,0,0,0,0,0,0
MSTRG.20477|Gm15148,44,42,59,44,32,19,15,10
ENSMUSG00000105772|Gm42496,0,0,0,0,0,0,0,0
ENSMUSG00000094135|Gm21379,0,0,0,0,0,0,0,0
ENSMUSG00000045667|Smtnl2,22,0,15,12,28,21,21,49
MSTRG.19099|Rps6-ps3,100,88,100,81,86,69,83,68
ENSMUSG00000100120|Gm553,3,0,0,0,0,0,2,6
MSTRG.10298|Gm17374,0,0,0,0,0,0,0,0
MSTRG.6965|Gm37946,0,0,0,0,0,0,0,0
ENSMUSG00000095663|Gm2310,0,0,0,0,0,0,0,0
ENSMUSG00000004031|Brinp2,27,4,4,4,0,4,0,10
ENSMUSG00000073804|Nps,0,2,2,0,0,0,0,0
MSTRG.3160|Phf12,2704,1945,1936,2195,2652,2784,3363,3195
MSTRG.7929|Dpy30,781,727,950,714,463,561,491,630
ENSMUSG00000108995|Olfr485,0,0,0,0,0,0,0,0
ENSMUSG00000082250|Gm12181,0,0,0,0,0,0,0,0
ENSMUSG00000024502|Jakmip2,13,10,0,18,6,12,11,12
ENSMUSG00000071766|Rhox12,0,0,0,0,0,0,0,0
MSTRG.2259|Gm23632,0,0,0,0,0,0,0,0
ENSMUSG00000009092|Derl3,39,41,20,21,42,26,39,40
MSTRG.20481|Mirlet7f-2,0,0,0,0,0,0,0,0
MSTRG.18802|Scarna9,1,1,0,0,1,0,0,0
ENSMUSG00000038756|Ttll6,0,0,7,0,0,4,7,0
ENSMUSG00000108540|RP23-145H5.2,0,0,2,0,0,2,0,0
ENSMUSG00000102928|Ighv1-46,0,0,0,0,0,0,0,0
MSTRG.16542|B230322F03Rik,6,2,15,5,8,7,3,4
MSTRG.12570|Efcab14,3534,1744,2076,2595,2617,2499,2415,2700
MSTRG.1127|Gm16101,0,0,0,0,0,0,0,0
MSTRG.4801|Nedd9,4476,1981,2443,3254,3140,3207,3209,2984
MSTRG.17362|Nsmce1,1179,956,1102,1168,1167,995,990,1182
ENSMUSG00000109328|Olfr1438-ps1,0,0,0,0,0,0,0,0
MSTRG.12961|1700095J12Rik,0,0,0,0,0,0,0,0
ENSMUSG00000053185|Gm9898,0,0,4,0,0,0,5,0
MSTRG.12115|Gm12366,721,533,617,709,572,444,557,627
ENSMUSG00000015242|Nipsnap3a,0,0,0,0,0,0,0,0
MSTRG.3429|Hoxb4,120,106,86,109,109,107,165,113
ENSMUSG00000084039|Gm14551,0,0,0,0,0,0,0,0
MSTRG.18831|Eif3g,2966,1823,1890,2381,2351,2073,1871,2404
MSTRG.6819|Snora81,1,1,1,1,1,1,1,1
MSTRG.4190|Cdkl1,16,16,24,18,30,46,51,51
ENSMUSG00000104664|Gm35570,0,0,0,0,0,0,0,0
ENSMUSG00000021176|Efcab11,37,32,60,49,43,39,82,84
MSTRG.13116|Rpsa-ps12,64,40,48,43,58,43,70,64
MSTRG.1783|Unc5b,5937,2745,3263,4822,4040,4145,4632,6095
MSTRG.10411|Gm14472,0,0,2,0,2,0,1,0
ENSMUSG00000099852|Gm29002,0,0,0,0,0,0,0,0
ENSMUSG00000083181|Gm13903,0,0,0,0,0,0,0,0
MSTRG.18611|Ctu2,860,820,785,795,594,505,508,593
MSTRG.214|Npas2,1051,481,474,604,381,430,479,413
MSTRG.7456|Gm15420,0,0,0,0,4,0,6,4
ENSMUSG00000081196|Gm13858,0,0,0,0,0,0,0,0
ENSMUSG00000083075|Gm11980,2,4,0,13,0,0,0,0
MSTRG.13731|Lgi2,3365,1209,1535,2012,3032,2907,3570,3621
MSTRG.3108|Tlcd2,620,291,404,415,657,567,529,541
MSTRG.20318|Gm27520,1,1,1,1,1,1,1,1
MSTRG.8739|Cyb561a3,389,284,326,376,632,610,814,766
MSTRG.8705|Lrrn4cl,884,597,667,684,607,755,814,744
MSTRG.16772|Gm26827,0,0,0,0,0,0,0,0
ENSMUSG00000101907|Gm29472,0,0,0,0,0,0,0,0
MSTRG.2185|Ppp1r12a,3443,2276,2231,2969,3305,3131,3549,3713
ENSMUSG00000027513|Pck1,144,42,69,48,84,68,57,76
